Field,Source,Works
Physics and Astronomy,Companion Proceedings of the Web Conference 2020,11
Physics and Astronomy,2021 IEEE Workshop on Wide Bandgap Power Devices and Applications in Asia (WiPDA Asia),11
Physics and Astronomy,SAMRIDDHI A Journal of Physical Sciences Engineering and Technology,11
Physics and Astronomy,Expanded abstracts with biographies/SEG technical program expanded abstracts,11
Physics and Astronomy,Trends in Applied Sciences Research,11
Physics and Astronomy,New Mathematics and Natural Computation,11
Physics and Astronomy,Asian Security,11
Physics and Astronomy,IEEE Wireless Communications,11
Physics and Astronomy,Annals of Neurology,11
Physics and Astronomy,American Masculinities: A Historical Encyclopedia,11
Physics and Astronomy,Visual Informatics,11
Physics and Astronomy,Test,11
Physics and Astronomy,Institute of Electrical and Electronics Engineers eBooks,11
Physics and Astronomy,Shanghai Textile Science & Technology,11
Physics and Astronomy,Transactions of The Microscopical Society & Journal,11
Physics and Astronomy,"Science and technology of atomic, molecular, condensed matter & biological systems",11
Physics and Astronomy,Heilongjiang Electric Power,11
Physics and Astronomy,Journal of Research of the National Bureau of Standards Section B Mathematical Sciences,11
Physics and Astronomy,Journal of Computational Physics X,11
Physics and Astronomy,INROADS- An International Journal of Jaipur National University,11
Physics and Astronomy,Erdem,11
Physics and Astronomy,Journal of Multimedia,11
Physics and Astronomy,Time & Society,11
Physics and Astronomy,UBibliorum repositorio digital da ubi (University of Beira Interior),11
Physics and Astronomy,DSpace (IIT Bombay),11
Physics and Astronomy,Proceedings of the 24th International Technical Meeting of the Satellite Division of The Institute of Navigation (ION GNSS 2011),11
Physics and Astronomy,Proceedings of the 22nd International Technical Meeting of the Satellite Division of The Institute of Navigation (ION GNSS 2009),11
Physics and Astronomy,"Volume 3: 19th International Conference on Design Theory and Methodology; 1st International Conference on Micro- and Nanosystems; and 9th International Conference on Advanced Vehicle Tire Technologies, Parts A and B",11
Physics and Astronomy,Annals of Palliative Medicine,11
Physics and Astronomy,Liebigs Annalen,11
Physics and Astronomy,International Journal of Nonlinear Dynamics and Control,11
Physics and Astronomy,MMW - Fortschritte der Medizin,11
Physics and Astronomy,Journal of The Institution of Engineers (India) Series B,11
Physics and Astronomy,Prosiding Seminar Nasional Pusat Kajian Kebijakan Penerbangan dan Antariksa LAPAN,11
Physics and Astronomy,Postmodern Culture,11
Physics and Astronomy,Metaphysica,11
Physics and Astronomy,Bioinformation,11
Physics and Astronomy,Journal of Yiyang Teachers College,11
Physics and Astronomy,Australian Journal of Electrical & Electronics Engineering,11
Physics and Astronomy,Scientia Sinica(Technologica),11
Physics and Astronomy,Journal of Endourology,11
Physics and Astronomy,National Radio Science Conference,11
Physics and Astronomy,Korea-Russia International Symposium on Science and Technology,11
Physics and Astronomy,Journal of Yuxi Teachers' College,11
Physics and Astronomy,SPE Western Regional Meeting,11
Physics and Astronomy,Diagnostics Resource and Mechanics of materials and structures,11
Physics and Astronomy,"Numerical data and functional relationships in science and technology. Group VIII, Advanced materials and technologies, new series",11
Physics and Astronomy,Masson eBooks,11
Physics and Astronomy,Urologia Journal,11
Physics and Astronomy,Manohar Publishers & Distributors eBooks,11
Physics and Astronomy,Novi Sad Journal of Mathematics,11
Physics and Astronomy,Nuclear Science and Technology Open Research,11
Physics and Astronomy,Kobunshi Kagaku,11
Physics and Astronomy,Journal of Suzhou University of Science and Technology,11
Physics and Astronomy,한국생산제조시스템학회 학술발표대회 논문집,11
Physics and Astronomy,BioCosmos,11
Physics and Astronomy,The Virgil Encyclopedia,11
Physics and Astronomy,Кубанский научный медицинский вестник,11
Physics and Astronomy,"Исторические, философские, политические и юридические науки, культурология и искусствоведение. Вопросы теории и практики",11
Physics and Astronomy,Journal of Jewish Studies,11
Physics and Astronomy,DEStech Transactions on Materials Science and Engineering,11
Physics and Astronomy,Journal of Hunan University of Science & Technology,11
Physics and Astronomy,Anadolu Üniversitesi Bilim Ve Teknoloji Dergisi - B Teorik Bilimler,11
Physics and Astronomy,Pollack Periodica,11
Physics and Astronomy,Journal of Nonlinear Complex and Data Science,11
Physics and Astronomy,Encyclopedia of Big Data Technologies,11
Physics and Astronomy,Encyclopedia of Drug Policy,11
Physics and Astronomy,American Philosophical Quarterly,11
Physics and Astronomy,IET Nanobiotechnology,11
Physics and Astronomy,ASHRAE winter conference papers,11
Physics and Astronomy,Mechanical Engineering Journal,11
Physics and Astronomy,The Library Quarterly,11
Physics and Astronomy,Journal of Soil Science,11
Physics and Astronomy,Acta chimica slovenica,11
Physics and Astronomy,Journal of East China Jiaotong University,11
Physics and Astronomy,Journal of the American Podiatric Medical Association,11
Physics and Astronomy,Population and Development Review,11
Physics and Astronomy,Beni-Suef University Journal of Basic and Applied Sciences,11
Physics and Astronomy,"Guidance, Navigation, and Control Conference and Exhibit",11
Physics and Astronomy,Nanoscience,11
Physics and Astronomy,IUG Journal of Natural Studies,11
Physics and Astronomy,Chemical and Process Engineering New Frontiers,11
Physics and Astronomy,IEEE Transactions on Communication Technology,11
Physics and Astronomy,Proceedings of Annual Conference of The Illuminating Engineering Institute of Japan Proceedings of 2004 Annual Conference of The Illuminating Engineering Institute of Japan,11
Physics and Astronomy,Lecture notes in operations research,11
Physics and Astronomy,SIAM Journal on Applied Algebra and Geometry,11
Physics and Astronomy,Journal of Engineered Fibers and Fabrics,11
Physics and Astronomy,Own your potential (DEAKIN),11
Physics and Astronomy,Молодой ученый,11
Physics and Astronomy,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques,11
Physics and Astronomy,2021 IEEE 3rd Ukraine Conference on Electrical and Computer Engineering (UKRCON),11
Physics and Astronomy,InterConf,11
Physics and Astronomy,Dspace Repository (Marmara Üniversitesi),11
Physics and Astronomy,Education Sciences,11
Physics and Astronomy,Electrical Equipment,11
Physics and Astronomy,Harrassowitz Verlag eBooks,11
Physics and Astronomy,UMP Institutional Repository (Universiti Malaysia Pahang),11
Physics and Astronomy,Conference proceedings of the Society for Experimental Mechanics,11
Physics and Astronomy,Mètode: Revista de difusió de la investigació de la Universitat de Valencia,11
Physics and Astronomy,The Indian Journal of Medical Research,11
Physics and Astronomy,Proceedings of the Institution of Mechanical Engineers Part E Journal of Process Mechanical Engineering,11
Physics and Astronomy,American Journal of Respiratory Cell and Molecular Biology,11
Physics and Astronomy,测试科学与仪器：英文版,11
Physics and Astronomy,Progress In Oceanography,11
Physics and Astronomy,Journal of Spatial Science,11
Physics and Astronomy,Philosophical Magazine A,11
Physics and Astronomy,Sociological Quarterly,11
Physics and Astronomy,Journal of Biomechanical Science and Engineering,11
Physics and Astronomy,"17th Fluid Dynamics, Plasma Dynamics, and Lasers Conference",11
Physics and Astronomy,J3eA,11
Physics and Astronomy,Collectanea mathematica,11
Physics and Astronomy,China Ocean Engineering,11
Physics and Astronomy,Elektronnaya Obrabotka Materialov,11
Physics and Astronomy,Deu Muhendislik Fakultesi Fen ve Muhendislik,11
Physics and Astronomy,META'12,11
Physics and Astronomy,He Jishu,11
Physics and Astronomy,Journal of Real-Time Image Processing,11
Physics and Astronomy,Informatik-Spektrum,11
Physics and Astronomy,2022 IEEE International Conference of Electron Devices Society Kolkata Chapter (EDKCON),11
Physics and Astronomy,2021 European Control Conference (ECC),11
Physics and Astronomy,Yanbu Journal of Engineering and Science,11
Physics and Astronomy,Metaphilosophy,11
Physics and Astronomy,IEEE Data(base) Engineering Bulletin,11
Physics and Astronomy,Confict,11
Physics and Astronomy,COMSAT Technical Review,11
Physics and Astronomy,Libyan Journal of Science &Technology,11
Physics and Astronomy,"Airways (Sandpoint, Idaho)",11
Physics and Astronomy,Youngster Physics Journal,11
Physics and Astronomy,Electronic Commerce Research,11
Physics and Astronomy,Transactions in GIS,11
Physics and Astronomy,Historian,11
Physics and Astronomy,Canadian Journal of Remote Sensing,11
Physics and Astronomy,Zeitschrift für wirtschaftlichen Fabrikbetrieb,11
Physics and Astronomy,Tata Institute of Fundamental Research eBooks,11
Physics and Astronomy,Biological Psychiatry,11
Physics and Astronomy,Revista de Oncología,11
Physics and Astronomy,照明学会誌,11
Physics and Astronomy,Pamukkale University Journal of Engineering Sciences,11
Physics and Astronomy,Acta Neurologica Scandinavica,11
Physics and Astronomy,Unimas Institutional Repository (Universiti Malaysia Sarawak),11
Physics and Astronomy,Journal of Evolutionary Biology,11
Physics and Astronomy,International Journal of Online and Biomedical Engineering (iJOE),11
Physics and Astronomy,Sitzungsberichte und Anzeiger,11
Physics and Astronomy,Вестник Дальневосточного отделения Российской академии наук,11
Physics and Astronomy,Psychiatry,11
Physics and Astronomy,Anales del Sistema Sanitario de Navarra,11
Physics and Astronomy,Kinésithérapie la Revue,11
Physics and Astronomy,the Japan Society of Powder and Powder Metallurgy,11
Physics and Astronomy,TNSCR,11
Physics and Astronomy,Analytical and Comparative Jurisprudence,11
Physics and Astronomy,Advanced Physical Research,11
Physics and Astronomy,International Journal of Modeling and Optimization,11
Physics and Astronomy,Computer Fraud & Security,11
Physics and Astronomy,Revista Sergipana de Matemática e Educação Matemática,11
Physics and Astronomy,World Scientific lecture and course notes in chemistry,11
Physics and Astronomy,Turkiye Klinikleri Tip Bilimleri Dergisi,11
Physics and Astronomy,Krankenhaus-Hygiene + Infektionsverhütung,11
Physics and Astronomy,Memoir - Geological Society of America,11
Physics and Astronomy,Journal of Cancer,11
Physics and Astronomy,REVIEWS ON ADVANCED MATERIALS SCIENCE,11
Physics and Astronomy,16th International Congress of Metrology,11
Physics and Astronomy,Japanese journal of AMHTS,11
Physics and Astronomy,"Przegląd Włókienniczy - Włókno, Odzież, Skóra",11
Physics and Astronomy,Springer series in measurement science and technology,11
Physics and Astronomy,STLE/ASME 2008 International Joint Tribology Conference,11
Physics and Astronomy,Creative Mathematics and Informatics,11
Physics and Astronomy,International series on advances in solid state electronics and technology,11
Physics and Astronomy,Shanghai Jiaotong Daxue Xuebao(Shehui Kexue Ban),11
Physics and Astronomy,International Journal of Microstructure and Materials Properties,11
Physics and Astronomy,Malaysian Journal of Library & Information Science,11
Physics and Astronomy,Springer geography,11
Physics and Astronomy,釧路工業高等専門学校紀要,11
Physics and Astronomy,重庆大学学报(英文版),11
Physics and Astronomy,... New Mexico Mineral Symposium,11
